1004 1  88.677 47.774 47.648 0.0 0.0 
4094 1  0.000 0.000 0.000 0.000 0.000 
4095 1  0.000 0.000 0.000 0.000 0.000 
4096 1  0.000 0.000 0.000 0.000 0.000 
4097 1  0.000 0.000 0.000 0.000 0.000 
4098 1  0.000 0.000 0.000 0.000 0.000 
4105 1  73.037 0.0 37.448 0.0 40.651 
4115 1  39.540 39.540 39.540 39.540 39.540 
4116 1  39.540 39.540 39.540 39.540 39.540 
4133 1  0.000 0.000 0.000 0.000 0.000 
4134 1  0.000 0.000 0.000 0.000 0.000 
4135 1  0.000 0.000 0.000 0.000 0.000 
4136 1  0.000 0.000 0.000 0.000 0.000 
4137 1  0.000 0.000 0.000 0.000 0.000 
4138 1  0.000 0.000 0.000 0.000 0.000 
4142 1  79.011 42.567 42.454 0.0 0.0 
4153 1  119.020 64.122 63.953 0.0 0.0 
4160 1  59.330 142.390 114.710 114.710 142.390 
4161 1  59.330 142.390 114.710 114.710 142.390 
4162 1  59.330 142.390 114.710 114.710 142.390 
4163 1  0.000 0.000 0.000 0.000 0.000 
4166 1  84.474 45.510 45.390 0.0 0.0 
4177 1  63.040 33.963 33.873 0.0 0.0 
4181 1  81.190 0.0 41.629 0.0 45.189 
4183 1  85.315 45.963 45.842 0.0 0.0 
4192 1  652.470 973.650 652.470 896.490 973.650 
4194 1  84.726 45.646 45.526 0.0 0.0 
4195 1  38.665 0.0 0.0 0.0 0.0 
5020 1  48.691 0.0 0.0 0.0 0.0 
5023 1  0.000 0.000 0.000 0.000 0.000 
5035 1  0.000 0.000 0.000 0.000 0.000 
5036 1  0.000 0.000 0.000 0.000 0.000 
5037 1  222.100 308.470 222.100 265.280 308.470 
5038 1  222.100 308.470 222.100 265.280 308.470 
5039 1  222.100 308.470 222.100 265.280 308.470 
5040 1  222.100 308.470 222.100 265.280 308.470 
5041 1  222.100 308.470 222.100 265.280 308.470 
5042 1  222.100 308.470 222.100 265.280 308.470 
5051 1  0.000 0.000 0.000 0.000 0.000 
5057 1  184.050 272.950 228.450 228.450 272.950 
5058 1  184.060 274.223 228.490 228.490 272.920 
5065 1  0.000 0.000 0.000 0.000 0.000 
5066 1  0.000 0.000 0.000 0.000 0.000 
5067 1  315.550 438.270 315.550 376.910 438.270 
5068 1  315.550 438.270 315.550 376.910 438.270 
5069 1  315.550 438.270 315.550 376.910 438.270 
5089 1  38.839 0.0 51.037 0.0 0.0 
5106 1  0.000 0.000 0.000 0.000 0.000 
5107 1  0.000 0.000 0.000 0.000 0.000 
5166 1  37.950 73.370 37.950 73.370 73.370 
5167 1  0.000 0.000 0.000 0.000 0.000 
5198 1  60.864 0.0 31.207 0.0 33.876 
5206 1  144.230 213.860 144.230 179.040 179.040 
5207 1  144.230 213.860 144.230 179.040 179.040 
5208 1  144.230 213.860 144.230 179.040 179.040 
5238 1  91.296 0.0 46.810 0.0 50.814 
5243 1  60.864 0.0 31.207 0.0 33.876 
5262 1  1215.000 1215.000 1215.000 1215.000 1215.000 
5263 1  1215.000 1215.000 1215.000 1215.000 1215.000 
5281 1  80.320 155.280 80.320 80.320 155.280 
5282 1  80.320 155.280 80.320 80.320 155.280 
5283 1  80.320 155.280 80.320 80.320 155.280 
5297 1  0.000 0.000 0.000 0.000 0.000 
5298 1  34.500 66.700 34.500 34.500 34.500 
5299 1  34.500 66.700 34.500 34.500 34.500 
5300 1  34.500 66.700 34.500 34.500 34.500 
5301 1  0.000 0.000 0.000 0.000 0.000 
5302 1  139.130 333.900 139.130 268.980 333.900 
5303 1  139.130 333.900 139.130 268.980 333.900 
5319 1  78.840 152.420 78.840 78.840 152.420 
5320 1  78.840 152.420 78.840 78.840 152.420 
5321 1  78.840 152.420 78.840 78.840 152.420 
5324 1  204.530 284.070 204.530 244.300 284.070 
5325 1  204.530 284.070 204.530 244.300 284.070 
5326 1  204.530 284.070 204.530 244.300 284.070 
5343 1  65.045 40.317 85.473 0.0 40.317 
5360 1  391.922 364.275 365.574 384.948 239.314 
5363 1  0.000 0.000 0.000 0.000 0.000 
5364 1  123.730 153.600 123.730 153.600 153.600 
5365 1  123.730 153.600 123.730 153.600 153.600 
5366 1  123.730 153.600 123.730 153.600 153.600 
5367 1  123.730 153.600 123.730 153.600 153.600 
5368 1  123.730 153.600 123.730 153.600 153.600 
5369 1  123.730 153.600 123.730 153.600 153.600 
5382 1  121.220 179.740 150.480 150.480 179.740 
5383 1  121.220 179.740 150.480 150.480 179.740 
5399 1  67.194 0.0 34.452 0.0 37.399 
5403 1  0.000 0.000 0.000 0.000 0.000 
5404 1  0.000 0.000 0.000 0.000 0.000 
5405 1  0.000 0.000 0.000 0.000 0.000 
5406 1  0.000 0.000 0.000 0.000 0.000 
5415 1  36.600 70.760 36.600 70.760 70.760 
5416 1  36.600 70.760 36.600 70.760 70.760 
5417 1  36.600 70.760 36.600 70.760 70.760 
5418 1  35.640 68.900 35.640 35.640 68.900 
5419 1  35.640 68.900 35.640 35.640 68.900 
5423 1  0.000 0.000 0.000 0.000 0.000 
5424 1  0.000 0.000 0.000 0.000 0.000 
5444 1  604.980 1090.500 604.980 604.980 1090.500 
6006 1  63.900 153.360 123.540 123.540 153.360 
6007 1  247.080 426.000 306.720 366.360 426.000 
6008 1  59.500 142.800 59.500 115.030 142.800 
6009 1  59.500 142.800 59.500 115.030 142.800 
6010 1  59.500 142.800 59.500 115.030 142.800 
6042 1  100.374 62.215 131.896 0.0 62.215 
6048 1  0.000 0.000 0.000 0.000 0.000 
6049 1  0.000 0.000 0.000 0.000 0.000 
6050 1  0.000 0.000 0.000 0.000 0.000 
6052 1  0.000 0.000 0.000 0.000 0.000 
6069 1  54.410 130.590 54.410 105.190 130.590 
6070 1  54.410 130.590 54.410 105.190 130.590 
6071 1  54.410 130.590 54.410 105.190 105.943 
6072 1  54.410 130.590 54.410 105.190 130.590 
6073 1  54.410 130.590 54.410 105.190 130.590 
6074 1  54.410 130.590 54.410 105.190 105.190 
6078 1  169.000 169.000 169.000 169.000 169.000 
6079 1  169.000 169.000 169.000 169.000 169.000 
6080 1  169.000 169.000 169.000 169.000 169.000 
6104 1  0.000 0.000 0.000 0.000 0.000 
6105 1  0.000 0.000 0.000 0.000 0.000 
6106 1  36.300 70.180 36.300 36.300 70.180 
6110 1  177.180 177.180 177.180 177.180 177.180 
6111 1  198.450 198.450 198.450 198.450 198.450 
6144 1  0.000 0.000 0.000 0.000 0.000 
6145 1  321.120 446.000 321.120 383.560 446.000 
6146 1  321.120 446.000 321.120 383.560 446.000 
6147 1  162.040 312.126 54.389 157.296 321.207 
6148 1  216.600 216.600 216.600 216.600 216.600 
6149 1  216.600 216.600 216.600 216.600 216.600 
6164 1  116.003 169.240 136.330 169.240 169.240 
6165 1  70.520 169.240 136.330 169.240 169.240 
6166 1  136.330 169.240 136.330 169.240 169.240 
6167 1  70.520 169.240 136.330 169.240 169.240 
6213 1  55.767 34.566 73.280 0.0 34.566 
6214 1  173.130 107.312 227.502 0.0 107.312 
6215 1  173.130 107.312 227.502 0.0 107.312 
6216 1  173.130 107.312 227.502 0.0 107.312 
6242 1  0.000 0.000 0.000 0.000 0.000 
6243 1  106.140 131.760 106.140 131.760 131.760 
6244 1  214.560 298.000 214.560 256.280 298.000 
6245 1  214.560 298.000 214.560 256.280 298.000 
6246 1  214.560 298.000 214.560 256.280 298.000 
6247 1  106.330 132.000 106.330 132.000 132.000 
6248 1  106.330 132.000 106.330 132.000 132.000 
6249 1  106.330 132.000 106.330 132.000 132.000 
6257 1  58.200 139.680 58.200 112.520 139.680 
6258 1  58.200 139.680 58.200 112.520 139.680 
6259 1  0.000 0.000 0.000 0.000 0.000 
6260 1  149.060 185.040 149.060 185.040 185.040 
6295 1  61.870 148.490 119.610 119.610 148.490 
6296 1  61.870 148.490 119.610 119.610 148.490 
6297 1  61.900 148.500 119.630 119.630 148.500 
6301 1  0.000 0.000 0.000 0.000 0.000 
6302 1  143.410 178.020 143.410 178.020 178.020 
6303 1  143.410 178.020 143.410 178.020 178.020 
6304 1  143.410 178.020 143.410 178.020 178.020 
6305 1  143.410 178.020 143.410 178.020 178.020 
6349 1  451.980 624.360 451.980 522.720 624.360 
7005 1  94.540 117.360 94.540 117.360 117.360 
7006 1  94.540 117.360 94.540 117.360 117.360 
7007 1  94.540 117.360 94.540 117.360 117.360 
7008 1  94.540 117.360 94.540 117.360 117.360 
7009 1  94.540 117.360 94.540 117.360 117.360 
7015 1  0.000 0.000 0.000 0.000 0.000 
7021 1  0.000 0.000 0.000 0.000 0.000 
7022 1  0.000 0.000 0.000 0.000 0.000 
7023 1  0.000 0.000 0.000 0.000 0.000 
7024 1  0.000 0.000 0.000 0.000 0.000 
7025 1  0.000 0.000 0.000 0.000 0.000 
7045 1  56.530 135.680 56.530 109.300 135.680 
7046 1  56.530 135.680 56.530 109.300 135.680 
7061 1  34.470 66.640 34.470 34.470 34.470 
7062 1  34.470 66.640 34.470 34.470 34.470 
7063 1  34.470 66.640 34.470 34.470 34.470 
7064 1  34.470 66.640 34.470 34.470 34.470 
7065 1  34.470 66.640 34.470 34.470 34.470 
7066 1  34.470 66.640 34.470 34.470 34.470 
7079 1  164.630 196.640 164.630 164.630 196.640 
7080 1  164.630 196.640 164.630 164.630 196.640 
7081 1  164.630 196.640 164.630 164.630 196.640 
7082 1  164.630 196.640 164.630 164.630 196.640 
7098 1  2341.404 2557.329 2258.453 2586.374 2478.296 
7099 1  1354.300 1354.300 1354.300 1354.300 1354.300 
7107 1  87.000 108.000 87.000 108.000 108.000 
7108 1  0.000 0.000 0.000 0.000 0.000 
7109 1  0.000 0.000 0.000 0.000 0.000 
7110 1  113.680 168.560 141.120 141.120 168.560 
7111 1  113.680 168.560 141.120 141.120 168.560 
7112 1  113.680 168.560 141.120 141.120 168.560 
7113 1  113.680 168.560 141.120 141.120 168.560 
7114 1  113.680 168.560 141.120 141.120 168.560 
7115 1  113.680 168.560 141.120 141.120 168.560 
7121 1  0.000 0.000 0.000 0.000 0.000 
7122 1  0.000 0.000 0.000 0.000 0.000 
7133 1  0.000 0.000 0.000 0.000 0.000 
7134 1  119.800 177.630 148.720 148.720 177.630 
7135 1  119.800 177.630 148.720 148.720 177.630 
7136 1  119.800 177.630 148.720 148.720 177.630 
7137 1  119.800 177.630 148.720 148.720 177.630 
7138 1  274.100 380.700 327.400 380.700 380.700 
7139 1  0.000 0.000 0.000 0.000 0.000 
7140 1  0.000 0.000 0.000 0.000 0.000 
7141 1  0.000 0.000 0.000 0.000 0.000 
7142 1  0.000 0.000 0.000 0.000 0.000 
7146 1  0.000 0.000 0.000 0.000 0.000 
7162 1  33.180 64.150 33.180 64.150 64.150 
7163 1  33.180 64.150 33.180 64.150 64.150 
7164 1  33.180 64.150 33.180 64.150 64.150 
7165 1  33.180 64.150 33.180 64.150 64.150 
7166 1  33.180 64.150 33.180 64.150 64.150 
7167 1  33.200 64.160 33.200 64.160 64.160 
7168 1  0.000 0.000 0.000 0.000 0.000 
7169 1  0.000 0.000 0.000 0.000 0.000 
7170 1  252.630 350.870 252.630 350.870 350.870 
7189 1  0.000 0.000 0.000 0.000 0.000 
7190 1  0.000 0.000 0.000 0.000 0.000 
7191 1  0.000 0.000 0.000 0.000 0.000 
7192 1  0.000 0.000 0.000 0.000 0.000 
7193 1  0.000 0.000 0.000 0.000 0.000 
7194 1  166.280 198.620 166.280 166.280 198.620 
7195 1  166.280 198.620 166.280 166.280 198.620 
7196 1  166.280 198.620 166.280 166.280 198.620 
7197 1  166.280 198.620 166.280 166.280 198.620 
7207 1  0.000 0.000 0.000 0.000 0.000 
7208 1  229.500 229.500 229.500 229.500 229.500 
7209 1  229.500 229.500 229.500 229.500 229.500 
7210 1  103.530 128.520 103.530 128.520 128.520 
7211 1  103.530 128.520 103.530 128.520 128.520 
7212 1  103.530 128.520 103.530 128.520 128.520 
7266 1  219.310 304.600 219.310 261.960 304.600 
7267 1  0.000 0.000 0.000 0.000 0.000 
7268 1  0.000 0.000 0.000 0.000 0.000 
7269 1  0.000 0.000 0.000 0.000 0.000 
7270 1  105.140 130.520 105.140 130.520 130.520 
7280 1  0.000 0.000 0.000 0.000 0.000 
7281 1  0.000 0.000 0.000 0.000 0.000 
7307 1  0.000 0.000 0.000 0.000 0.000 
7308 1  0.000 0.000 0.000 0.000 0.000 
7309 1  0.000 0.000 0.000 0.000 0.000 
7310 1  0.000 0.000 0.000 0.000 0.000 
7311 1  58.010 139.230 58.010 112.150 139.230 
7323 1  37.340 72.200 37.340 72.200 72.200 
7324 1  37.340 72.200 57.484 72.200 72.200 
7325 1  37.340 72.200 37.340 72.200 72.200 
7326 1  37.340 72.200 37.340 72.200 72.200 
7329 1  30.570 0.000 30.570 0.000 0.000 
7334 1  0.000 0.000 0.000 0.000 0.000 
7335 1  136.050 136.050 136.050 136.050 136.050 
7349 1  225.960 313.830 225.960 290.233 313.830 
7350 1  225.960 313.830 225.960 269.890 313.830 
7351 1  225.960 313.830 225.960 313.830 313.830 
7352 1  225.960 313.830 225.960 313.830 313.830 
7353 1  205.260 205.260 205.260 205.260 205.260 
7354 1  205.260 205.260 205.260 205.260 205.260 
7355 1  205.260 205.260 205.260 205.260 205.260 
7356 1  205.000 205.000 205.000 205.000 205.000 
7357 1  0.000 0.000 0.000 0.000 0.000 
7358 1  162.140 193.670 162.140 162.140 193.670 
7359 1  162.140 193.670 162.140 162.140 193.670 
7360 1  162.140 193.670 162.140 162.140 193.670 
7361 1  30.810 59.570 30.810 59.570 59.570 
7369 1  32.180 62.220 32.180 62.220 62.220 
7370 1  32.180 62.220 32.180 62.220 62.220 
7371 1  32.180 62.220 32.180 62.220 62.220 
7372 1  32.180 62.220 32.180 62.220 62.220 
7373 1  32.180 62.220 32.180 62.220 62.220 
7374 1  32.180 62.220 32.180 62.220 62.220 
7375 1  106.520 132.240 106.520 132.240 132.240 
7376 1  106.520 132.240 106.520 132.240 132.240 
7377 1  106.520 132.240 106.520 132.240 132.240 
7378 1  106.520 132.240 106.520 132.240 132.240 
7379 1  106.520 132.240 106.520 132.240 132.240 
7389 1  162.840 314.820 162.840 162.840 314.820 
7400 1  491.330 550.080 491.330 529.920 550.080 
7406 1  179.800 266.600 179.800 223.200 223.200 
7414 1  30.720 0.000 30.720 0.000 0.000 
7419 1  0.000 0.000 0.000 0.000 0.000 
7422 1  745.240 1045.250 745.240 1018.490 1018.490 
7428 1  305.760 537.000 197.600 331.760 500.600 
8033 1  70.480 136.260 70.480 70.480 136.260 
8034 1  70.480 136.260 70.480 70.480 136.260 
8035 1  70.480 136.260 70.480 70.480 136.260 
8036 1  70.480 136.260 70.480 70.480 136.260 
8046 1  51.800 100.150 51.800 51.800 51.800 
8047 1  51.800 100.150 51.800 51.800 51.800 
8048 1  51.800 100.150 51.800 51.800 51.800 
8049 1  51.800 100.150 51.800 51.800 51.800 
8050 1  51.800 100.150 51.800 51.800 51.800 
8051 1  51.800 100.150 51.800 51.800 51.800 
8060 1  178.020 178.020 178.020 178.020 178.020 
8061 1  178.020 178.020 178.020 178.020 178.020 
8070 1  277.470 277.470 277.470 277.470 277.470 
8071 1  386.833 283.632 402.924 337.325 246.093 
8077 1  169.130 202.010 169.130 169.130 202.010 
8078 1  169.130 202.010 169.130 169.130 202.010 
8079 1  169.130 202.010 169.130 169.130 202.010 
8080 1  169.130 202.010 169.130 169.130 202.010 
8087 1  269.310 269.310 269.310 269.310 269.310 
8088 1  269.310 269.310 269.310 269.310 269.310 
8099 1  53.781 55.918 47.711 -0.000 54.308 
8115 1  0.000 0.000 0.000 0.000 0.000 
8116 1  105.510 105.510 105.510 105.510 105.510 
8117 1  105.510 105.510 105.510 105.510 105.510 
8129 1  198.000 198.000 198.000 198.000 198.000 
8130 1  198.000 198.000 198.000 198.000 198.000 
8131 1  198.000 198.000 198.000 198.000 198.000 
8147 1  71.790 71.790 71.790 71.790 71.790 
8152 1  0.000 0.000 0.000 0.000 0.000 
8155 1  104.760 104.760 104.760 104.760 104.760 
8158 1  31.500 0.000 31.500 0.000 0.000 
